srcIP,destIP,destPt,protocol,startTime,flowct,mean_dest_bytes,stdev_dest_bytes,mean_dest_pkts,stdev_dest_pkts,mean_duration,stdev_duration,mean_intvl,stdev_intvl,mean_src_bytes,stdev_src_bytes,mean_src_pkts,stdev_src_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
10.0.2.103,99.26.122.34,5474,udp,164.534185,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.62367494,683.48505484,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,216.246.148.21,3701,udp,170.973914,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.61468788,683.474086441,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,76.226.134.206,1684,udp,179.176142,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.61850856,683.469752277,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,173.194.39.179,80,tcp,235.797271,12,1106.0,0.0,5.0,0.0,0.30450841666666667,0.19172926063612308,16416.9985539,16720.6643293,261.0,0.0,5.0,0.0,12,0,12,12,0,0,0,0,12,0,12,0,12,12,12,0,0,0,0,0
10.0.2.103,173.194.39.184,80,tcp,235.950793,11,1005.4545454545455,108.56877869605142,4.545454545454546,0.49081726354453625,0.8079181818181819,0.666665511911321,19883.2312454,17081.6068944,269.09090909090907,29.05638200183655,4.7272727272727275,0.4531844418208055,10,0,10,10,0,0,0,0,10,0,10,0,10,10,10,0,0,0,0,0
10.0.2.103,173.194.39.184,443,tcp,236.092341,10,21130.6,7380.9907936507925,19.9,5.264444444444445,1.6452992000000002,0.8270877255952381,22092.4935481,16597.4416944,581.7,90.248373015873,10.5,1.1010714285714287,10,0,10,0,0,0,0,10,10,0,10,0,10,0,10,0,0,0,0,0
10.0.2.103,193.213.26.230,5766,udp,185.665269,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.64976251,683.52404591,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,50.241.153.231,9539,udp,192.374449,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.92235722,686.263155013,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,88.173.210.182,2522,udp,200.546291,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.89464175,686.033438317,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,76.200.230.71,7863,udp,205.693827,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.91723447,686.199830233,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,203.45.203.83,5732,udp,210.760875,94,0.0,0.0,0.0,0.0,0.0,0.0,2332.93071492,686.227564866,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,82.52.157.197,2983,udp,219.133241,94,0.0,0.0,0.0,0.0,0.0,0.0,2333.08044638,687.857673503,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,108.234.133.110,8387,udp,227.174633,94,0.0,0.0,0.0,0.0,0.0,0.0,2333.90095397,695.942531375,0.0,0.0,1.0,0.0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,69.195.129.70,80,tcp,922.276754,95,149.43157894736842,8.667708828913295,4.873684210526317,0.16993436401599255,0.9539012105263163,0.7639228455744803,2346.27913597,970.152067897,272.14736842105265,8.10087929600643,4.936842105263162,0.11040231462930303,93,0,93,93,0,0,0,0,95,0,93,0,91,93,93,0,0,0,0,0
10.0.2.103,166.78.144.80,80,tcp,995.112228,95,201.85263157894738,2.409841296307948,4.94736842105263,0.05906473765460661,0.9276491684210525,0.5756813559215731,2346.98431096,981.165690449,274.0842105263157,3.27218646606521,4.989473684210525,0.09697953518308923,94,0,94,94,0,0,0,0,94,0,94,0,94,94,94,0,0,0,0,0
10.0.2.103,173.194.39.177,80,tcp,2485.260721,13,1105.6923076923076,0.3290299444145673,5.0,0.0,0.39239899999999994,0.2631415264763015,15611.9994882,10895.7276754,261.0,0.0,5.0,0.0,13,0,13,13,0,0,0,0,13,0,13,0,13,13,13,0,0,0,0,0
10.0.2.103,173.194.39.146,80,tcp,4736.860068,12,1106.0,0.0,5.0,0.0,0.24445375000000003,0.16267524856301105,15393.6338193,18881.6189625,261.0,0.0,5.0,0.0,12,0,12,12,0,0,0,0,12,0,12,0,12,12,12,0,0,0,0,0
10.0.2.103,173.194.39.159,80,tcp,4737.191109,24,1105.5000000000002,0.5689167486305279,5.0,0.0,0.8030889166666668,0.6078112475494392,8549.94934178,7585.76867338,295.75,0.2844583743152711,5.083333333333334,0.15733243352371099,24,0,24,24,0,0,0,0,24,0,24,0,24,24,24,0,0,0,0,0
10.0.2.103,173.194.39.159,443,tcp,4738.47423,24,21770.875,6427.200973619279,20.416666666666668,4.646091779808886,0.9839864583333332,0.5102837360708855,8549.92271139,7585.83556817,623.2916666666666,114.24877260091561,10.583333333333334,1.3579000837293929,24,0,24,0,0,0,0,24,24,0,24,0,24,0,24,0,0,0,0,0
10.0.2.103,173.194.39.152,80,tcp,6992.276916,13,1105.6923076923076,0.3815551969398187,5.0,0.0,0.4437620769230769,0.33394663608528224,16774.5026439,12785.1219972,295.84615384615387,0.19077759846990497,5.0,0.0,13,0,13,13,0,0,0,0,13,0,13,0,13,13,13,0,0,0,0,0
10.0.2.103,173.194.39.152,443,tcp,6993.954886,14,20425.928571428572,7697.063591567162,19.214285714285715,6.043113434184862,1.5146199285714286,0.5297984779763887,15484.1074287,13069.4028785,502.35714285714283,95.02121648193075,10.071428571428571,2.001469958612816,13,0,13,0,0,0,0,13,13,0,13,0,13,0,13,0,0,2,0,0
10.0.2.103,173.194.39.144,80,tcp,9257.564747,9,1105.5555555555557,0.5980599647266445,5.0,0.0,0.7663951111111111,0.4215238477954146,23435.3259906,26468.0456671,261.0,0.0,5.0,0.0,9,0,9,9,0,0,0,0,9,0,9,0,9,9,9,0,0,0,0,0
10.0.2.103,173.194.39.151,80,tcp,9257.635678,16,1105.75,0.3601624070374072,5.0,0.0,0.7779185625,0.5649583736011383,13115.5632819,11263.3847026,295.875,0.1800812035187036,5.125,0.14870494089244096,16,0,16,16,0,0,0,0,16,0,16,0,16,16,16,0,0,0,0,0
10.0.2.103,173.194.39.151,443,tcp,9257.910055,16,20689.4375,6745.417923829642,19.625,4.793457584082585,1.1510315625,0.5582867643310683,13115.5634451,11263.275763,562.6875,100.52151190823066,10.4375,1.1474694576257076,16,0,16,0,0,0,0,16,16,0,16,0,16,0,16,0,0,1,0,0
10.0.2.103,173.194.39.180,80,tcp,11514.661892,4,1105.0,0.75,5.0,0.0,0.902174,0.7498812083333334,58686.665372,52751.4992075,261.0,0.0,5.25,0.27083333333333326,4,0,4,4,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,0
10.0.2.103,173.194.39.191,80,tcp,11514.718552,10,1106.0,0.0,5.0,0.0,0.7427879,0.5865168637698412,19061.9398506,13298.6924389,296.0,0.0,5.1,0.14456349206349203,10,0,10,10,0,0,0,0,10,0,10,0,10,10,10,0,0,0,0,0
10.0.2.103,173.194.39.191,443,tcp,11514.973329,10,20206.0,4450.883412698413,19.6,3.092301587301587,1.4614550000000002,0.9995662511904764,19061.9417131,13299.1561508,639.0,99.43809523809523,10.9,0.9680158730158732,10,0,10,0,0,0,0,10,10,0,10,0,10,0,10,0,0,1,0,0
10.0.2.103,4.4.4.4,53,udp,11526.67016,54,0.0,0.0,0.0,0.0,1.0515406111111107,1.6117486515393253,3997.82687606,7316.71709609,38.7037037037037,58.76166361951505,1.5740740740740737,0.8602558955794101,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0.2.103,173.194.39.148,80,tcp,13777.954393,5,1105.2,1.0266666666666424,5.0,0.0,0.5843342,0.3893940733333333,44575.2244065,29576.4589339,261.0,0.0,5.0,0.0,5,0,5,5,0,0,0,0,5,0,5,0,5,5,5,0,0,0,0,0
10.0.2.103,173.194.39.176,80,tcp,16030.506684,8,1105.5,0.8589285714285779,5.0,0.0,0.5087516249999999,0.3035945007440477,28839.7155657,26265.2537608,261.0,0.0,5.0,0.0,8,0,8,8,0,0,0,0,8,0,8,0,8,8,8,0,0,0,0,0
10.0.2.103,173.194.39.183,80,tcp,16030.79263,21,1105.6190476190477,0.7736665058204099,5.0,0.0,0.7655381428571427,0.5331606967676132,10093.9200353,7725.95303272,295.8095238095238,0.38683325291021037,5.095238095238095,0.12075925736916442,21,0,21,21,0,0,0,0,21,0,21,0,21,21,21,0,0,0,0,0
10.0.2.103,173.194.39.183,443,tcp,16031.062651,21,20601.428571428572,4931.053543128904,19.714285714285715,3.4701408296111973,1.2264621428571427,0.40641873517157123,10093.9689168,7726.51741212,631.2380952380952,116.88656987781819,10.80952380952381,1.0514835836596121,21,0,21,0,0,0,0,21,21,0,21,0,21,0,21,0,0,3,0,0
10.0.2.103,173.194.39.178,80,tcp,22778.89886,6,1106.0,0.0,5.0,0.0,0.4472155,0.4175098499999999,22079.716548,15239.4757866,261.0,0.0,5.0,0.0,6,0,6,6,0,0,0,0,6,0,6,0,6,6,6,0,0,0,0,0
10.0.2.103,173.194.39.145,80,tcp,27280.82547,7,1105.4285714285713,0.6340136054422081,5.0,0.0,0.8054684285714285,0.703455787414966,29017.5243758,13490.7614139,261.0,0.0,5.0,0.0,7,0,7,7,0,0,0,0,7,0,7,0,7,7,7,0,0,0,0,0
10.0.2.103,173.194.39.147,80,tcp,29538.573877,18,1105.7777777777778,0.39097639832932096,5.0,0.0,0.5718453888888889,0.39453384702108885,10514.5104364,9274.5997544,261.0,0.0,5.0,0.0,18,0,18,18,0,0,0,0,18,0,18,0,18,18,18,0,0,0,0,0
76.222.220.2,10.0.2.103,1,icmp,60914.01523,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.52.157.197,10.0.2.103,3,icmp,74535.259387,30,0.0,0.0,0.0,0.0,0.0,0.0,2255.47639472,8.36853697466,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.8.77.198,10.0.2.103,3,icmp,92451.697842,18,0.0,0.0,0.0,0.0,0.0,0.0,7281.52599282,18598.2907323,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
