,id.orig_h,id.resp_h,id.orig_p,id.resp_p,proto,mean_resp_bytes,med_resp_bytes,std_resp_bytes,mean_duration,med_duration,std_duration,mean_resp_pkts,med_resp_pkts,std_resp_pkts,mean_orig_pkts,med_orig_pkts,std_orig_pkts,A,C,D,F,H,I,Q,R,S,T,a,c,d,f,h,i,q,r,s,t
21,10.0.2.110,173.194.116.233,49227,80,tcp,404.083333333,0.0,932.770250694,37.1306513333,7.746307,46.4690753511,3.91666666667,3.0,2.12473357239,4.875,4.0,2.07075915506,24,0,24,24,0,0,0,24,24,0,24,0,24,24,24,0,0,24,0,0
22,10.0.2.110,173.194.122.31,49228,443,tcp,26377.0952381,4389.0,60895.6688411,52.6070476032,16.237709,88.2433103842,34.4603174603,9.0,69.1193043846,20.3174603175,9.0,42.0586477613,63,0,63,63,0,0,0,63,63,0,63,0,63,63,63,0,0,63,0,0
23,fe80::31aa:edaf:e8df:b0f1,ff02::1:3,60899,5355,udp,0.0,0.0,0.0,0.0958604726027,0.095717,0.00280703849143,0.0,0.0,0.0,2.0,2.0,0.0,146,0,146,146,0,0,0,146,146,0,146,0,146,146,146,0,0,146,0,0
24,10.0.2.110,224.0.0.252,50698,5355,udp,0.0,0.0,0.0,0.0957601643836,0.095658,0.0027896904439,0.0,0.0,0.0,2.0,2.0,0.0,146,0,146,146,0,0,0,146,146,0,146,0,146,146,146,0,0,146,0,0
25,10.0.2.110,10.0.2.255,137,137,udp,0.0,0.0,0.0,5.72590992308,2.0852225,5.539170691,0.0,0.0,0.0,17.3076923077,18.0,9.42239557976,26,0,26,26,0,0,0,26,26,0,26,0,26,26,26,0,0,26,0,0
26,10.0.2.110,173.194.67.156,49258,443,tcp,5034.0,5034.0,,9.325385,9.325385,,15.0,15.0,,14.0,14.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
27,10.0.2.110,173.194.122.5,49252,80,tcp,4154.14285714,520.0,6928.91060289,119.834249429,20.189372,188.365773354,13.5714285714,6.0,19.0250461485,13.5714285714,7.0,18.9372397043,7,0,7,7,0,0,0,7,7,0,7,0,7,7,7,0,0,7,0,0
28,10.0.2.110,93.158.134.119,49256,443,tcp,8504.57142857,5225.0,10004.5991733,29.1193304286,22.758096,21.6157909335,13.8571428571,10.0,9.17294157524,11.1428571429,9.0,4.48807944926,7,0,7,7,0,0,0,7,7,0,7,0,7,7,7,0,0,7,0,0
29,10.0.2.110,173.194.116.229,49232,443,tcp,7480.72727273,691.5,22986.6950693,70.2800359545,13.8254905,97.8120527994,12.9545454545,7.0,19.0849660921,9.09090909091,7.0,7.10405042687,22,0,22,22,0,0,0,22,22,0,22,0,22,22,22,0,0,22,0,0
30,10.0.2.110,95.211.121.18,49236,80,tcp,14714.2738854,1293.0,34476.5282372,10.8742448471,8.477093,5.88688103647,19.5222929936,8.0,34.0568126374,12.127388535,8.0,12.8973889798,157,0,157,157,0,0,0,157,157,0,157,0,157,157,157,0,0,157,0,0
31,10.0.2.110,87.250.250.119,49257,443,tcp,6871.83333333,3254.0,10618.8740527,19.6044928333,16.190438,13.0530984922,11.2222222222,10.0,9.49647337362,9.0,9.0,4.39250698885,18,0,18,18,0,0,0,18,18,0,18,0,18,18,18,0,0,18,0,0
32,10.0.2.110,173.194.67.154,49261,443,tcp,2166.0,2166.0,3063.1865761,9.9032235,9.9032235,0.186652855709,5.0,5.0,2.82842712475,5.0,5.0,1.41421356237,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
33,10.0.2.110,64.233.167.95,49231,443,tcp,1890.0,0.0,3273.57602631,13.3144283333,10.127457,5.53351783242,6.33333333333,2.0,7.50555349947,6.66666666667,3.0,6.35085296109,3,0,3,3,0,0,0,3,3,0,3,0,3,3,3,0,0,3,0,0
34,10.0.2.110,173.194.116.231,49233,443,tcp,4579.69230769,0.0,15358.1210433,36.4429241538,10.036816,63.2639740057,10.5384615385,2.0,15.4485747413,9.88461538462,3.0,10.919072939,26,0,26,26,0,0,0,26,26,0,26,0,26,26,26,0,0,26,0,0
35,10.0.2.110,173.194.67.95,49235,443,tcp,1980.5,837.0,2419.09394195,64.0577075,26.090561,83.1348941507,9.66666666667,11.0,5.68037557444,9.66666666667,11.0,4.6761807778,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
36,10.0.2.110,173.194.116.226,49248,443,tcp,6272.78125,807.0,19597.0536639,61.750333125,10.03331,81.3667278097,18.65625,11.0,42.2012149152,15.375,10.5,35.3450731156,32,0,32,32,0,0,0,32,32,0,32,0,32,32,32,0,0,32,0,0
37,10.0.2.110,173.194.116.242,49249,443,tcp,15353.0,146.0,53544.5748526,25.6950279333,11.018288,25.2820668517,18.1333333333,5.0,43.4739111696,10.0666666667,5.0,12.803273391,15,0,15,15,0,0,0,15,15,0,15,0,15,15,15,0,0,15,0,0
38,10.0.2.110,81.19.88.80,49251,80,tcp,4932.7,4913.0,5199.85405885,4.8276012,4.9006255,2.71893499957,7.5,7.5,5.79750904364,5.9,5.5,3.07137319994,10,0,10,10,0,0,0,10,10,0,10,0,10,10,10,0,0,10,0,0
39,10.0.2.110,81.19.88.103,49250,80,tcp,1402.85714286,0.0,3711.61112495,3.07259071429,2.120977,2.10974284789,3.57142857143,2.0,4.1576092031,3.85714285714,3.0,2.26778683806,7,0,7,7,0,0,0,7,7,0,7,0,7,7,7,0,0,7,0,0
40,10.0.2.110,173.194.116.225,49263,80,tcp,29.05,0.0,129.915549493,3.0051448,0.0898425,4.96629815323,3.1,3.0,0.4472135955,4.1,4.0,0.4472135955,20,0,20,20,0,0,0,20,20,0,20,0,20,20,20,0,0,20,0,0
41,10.0.2.110,178.63.151.224,49272,80,tcp,26442.3333333,35787.0,21236.6486308,8.46914516667,4.4676985,8.62906211235,27.0,33.0,19.8595065397,15.5,16.5,10.1341008481,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
42,10.0.2.110,178.63.151.224,49281,443,tcp,25821.45,6579.0,43179.4841836,29.16415475,34.7247685,12.3761705498,34.1,15.0,40.1888960836,23.65,15.0,17.5507534701,20,0,20,20,0,0,0,20,20,0,20,0,20,20,20,0,0,20,0,0
43,10.0.2.110,88.212.196.69,49298,443,tcp,1757.33333333,1398.5,1964.78758818,21.856745,20.6358535,4.59997259331,6.83333333333,5.5,4.44597195973,7.16666666667,6.0,3.71034589583,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
44,10.0.2.110,87.250.251.119,49289,443,tcp,6366.07692308,1314.0,10781.0784824,28.2344306923,18.913042,23.8454256043,10.3846153846,8.0,10.2187610268,8.53846153846,7.0,5.05989763756,13,0,13,13,0,0,0,13,13,0,13,0,13,13,13,0,0,13,0,0
45,10.0.2.110,87.240.131.99,49299,443,tcp,0.0,0.0,,17.439513,17.439513,,3.0,3.0,,4.0,4.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
46,10.0.2.110,87.240.131.113,49317,443,tcp,0.0,0.0,,13.39665,13.39665,,3.0,3.0,,4.0,4.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
47,10.0.2.110,173.194.122.13,49295,443,tcp,11548.3125,4476.0,21599.2262487,23.1973212187,18.295196,18.6424160357,16.65625,9.0,21.1349113035,11.65625,9.0,10.0019655326,32,0,32,32,0,0,0,32,32,0,32,0,32,32,32,0,0,32,0,0
48,10.0.2.110,173.194.122.0,49307,443,tcp,4688.5,4856.0,372.903472765,9.7868995,10.098449,3.88605295318,8.25,8.0,1.5,7.25,7.0,1.5,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
49,10.0.2.110,88.212.196.105,49293,443,tcp,2797.0,2797.0,,17.847059,17.847059,,8.0,8.0,,8.0,8.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
50,10.0.2.110,88.212.196.75,49288,443,tcp,2797.0,2797.0,,18.587808,18.587808,,8.0,8.0,,8.0,8.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
51,10.0.2.110,95.213.4.194,49315,443,tcp,5644.0,5644.0,,13.727114,13.727114,,11.0,11.0,,9.0,9.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
52,10.0.2.110,173.194.122.10,49303,443,tcp,3048.125,4178.5,2647.19060987,23.29306425,12.5733635,22.1532148099,7.25,8.0,5.44452542862,7.375,7.5,4.77904652774,8,0,8,8,0,0,0,8,8,0,8,0,8,8,8,0,0,8,0,0
53,10.0.2.110,213.180.193.119,49290,443,tcp,3105.38461538,411.5,5985.99634532,36.0799786538,24.276035,29.9907995971,10.0,7.0,6.24179461373,9.5,8.0,4.47437146424,26,0,26,26,0,0,0,26,26,0,26,0,26,26,26,0,0,26,0,0
54,10.0.2.110,173.194.122.28,49324,443,tcp,10516.6666667,4646.5,12387.9039335,70.8748906667,42.576037,89.3935556837,16.3333333333,14.0,11.6561857684,12.0,12.0,5.29150262213,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
55,10.0.2.110,173.194.122.25,49320,443,tcp,7382.23529412,342.0,13274.3448733,26.9206468235,17.962716,25.329136554,13.2941176471,9.0,14.4385105962,10.0,9.0,7.86606636128,17,0,17,17,0,0,0,17,17,0,17,0,17,17,17,0,0,17,0,0
56,10.0.2.110,74.125.133.94,49331,443,tcp,5048.0,5048.0,346.482322781,20.4139505,20.4139505,4.7264735524,15.0,15.0,7.07106781187,13.0,13.0,5.65685424949,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
57,10.0.2.110,173.194.116.244,49279,443,tcp,2644.41666667,3924.0,2192.91302561,23.2631476667,12.3495965,23.8612055104,9.08333333333,10.0,4.67990546395,9.0,10.0,3.93122696553,12,0,12,12,0,0,0,12,12,0,12,0,12,12,12,0,0,12,0,0
58,10.0.2.110,87.240.143.241,49294,443,tcp,8723.0,8723.0,,33.734879,33.734879,,17.0,17.0,,13.0,13.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
59,10.0.2.110,216.58.209.202,49274,443,tcp,4654.0,2006.5,8286.24664456,22.0877505833,10.085317,32.7046666173,9.0,5.5,9.02521719708,8.0,6.0,5.78399044385,12,0,12,12,0,0,0,12,12,0,12,0,12,12,12,0,0,12,0,0
60,10.0.2.110,173.194.116.254,49316,443,tcp,4369.95454545,977.5,7193.66051251,30.4816095,17.0632485,25.1436847629,10.5,8.0,10.5683715013,9.09090909091,8.0,7.08391263228,22,0,22,22,0,0,0,22,22,0,22,0,22,22,22,0,0,22,0,0
61,10.0.2.110,173.194.116.228,49276,443,tcp,5483.93333333,73.0,20021.2538671,51.2933108,10.9486815,80.2154842819,11.5,3.0,17.008618505,9.16666666667,4.0,7.75078787245,30,0,30,30,0,0,0,30,30,0,30,0,30,30,30,0,0,30,0,0
62,10.0.2.110,216.58.209.170,49277,443,tcp,2628.16666667,1994.0,2961.65253983,15.674753,10.718283,9.06034102642,7.5,6.0,6.25299928035,7.33333333333,6.5,4.84424056656,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
63,10.0.2.110,88.212.201.196,49286,443,tcp,3237.0,3237.0,,32.172286,32.172286,,10.0,10.0,,9.0,9.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
64,10.0.2.110,173.194.122.2,49313,443,tcp,0.0,0.0,0.0,10.74417,10.74417,0.481251218421,2.0,2.0,0.0,3.0,3.0,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
65,10.0.2.110,173.194.122.26,49311,443,tcp,9810.78947368,342.0,24778.7977347,47.2546346316,11.065584,79.0925054676,16.0526315789,11.0,26.0629018684,10.6842105263,10.0,10.4459063304,19,0,19,19,0,0,0,19,19,0,19,0,19,19,19,0,0,19,0,0
66,10.0.2.110,74.125.239.152,49330,443,tcp,0.0,0.0,,10.320136,10.320136,,2.0,2.0,,3.0,3.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
67,10.0.2.110,173.194.116.227,49333,80,tcp,314.105263158,0.0,717.082816753,6.42065194737,2.905894,12.1982395878,3.84210526316,3.0,1.92247403955,4.84210526316,4.0,1.92247403955,19,0,19,19,0,0,0,19,19,0,19,0,19,19,19,0,0,19,0,0
68,10.0.2.110,63.245.217.137,49334,443,tcp,5582.5,5582.5,287.792459943,7.355118,7.355118,1.91521427319,14.0,14.0,1.41421356237,12.0,12.0,1.41421356237,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
69,10.0.2.110,63.245.217.175,49336,443,tcp,2466.33333333,3521.0,1917.09672856,4.1988665,3.873281,2.82179418075,8.66666666667,11.0,4.45720390679,8.33333333333,10.0,3.44480284874,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
70,10.0.2.110,173.194.122.4,49349,80,tcp,2734.0,0.0,6113.40985048,18.6251766,6.344874,26.927179893,6.8,3.0,8.4970583145,6.8,4.0,6.260990337,5,0,5,5,0,0,0,5,5,0,5,0,5,5,5,0,0,5,0,0
71,10.0.2.110,173.194.116.238,49354,80,tcp,684.444444444,0.0,1080.49281905,24.8345910556,6.3363935,36.2501862209,5.22222222222,3.0,3.20946313186,6.22222222222,4.0,3.20946313186,18,0,18,18,0,0,0,18,18,0,18,0,18,18,18,0,0,18,0,0
72,10.0.2.110,195.12.176.34,49358,80,tcp,0.0,0.0,0.0,5.7023525,5.7023525,0.141692178135,3.0,3.0,0.0,4.0,4.0,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
73,10.0.2.110,66.179.183.15,49360,80,tcp,66.5,66.5,94.0452018978,3.345171,3.345171,3.94113459826,3.5,3.5,0.707106781187,4.0,4.0,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
74,10.0.2.110,93.184.220.171,49364,80,tcp,60983.2380952,0.0,123263.34598,12.3965636667,8.033572,8.59427138182,51.7619047619,3.0,99.5298471625,17.4761904762,4.0,26.2442737518,21,0,21,21,0,0,0,21,21,0,21,0,21,21,21,0,0,21,0,0
75,10.0.2.110,66.179.183.1,49362,80,tcp,12567.0,12567.0,17772.4218383,14.7019285,14.7019285,11.7842873548,13.0,13.0,14.1421356237,7.5,7.5,4.94974746831,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
76,10.0.2.110,93.184.220.20,49378,80,tcp,3680.78947368,0.0,15734.7857577,7.61822342105,6.08673,3.65365904434,5.89473684211,3.0,11.8972206691,5.0,4.0,3.6514837167,19,0,19,19,0,0,0,19,19,0,19,0,19,19,19,0,0,19,0,0
77,10.0.2.110,173.194.122.9,49348,80,tcp,3110.7,0.0,9496.53223317,139.8398713,176.8233165,109.967841467,5.7,2.5,9.01911550233,5.5,3.5,5.31768537785,10,0,10,10,0,0,0,10,10,0,10,0,10,10,10,0,0,10,0,0
78,10.0.2.110,54.192.15.97,49385,80,tcp,1309.25,0.0,2618.5,2.3266905,2.2631385,0.204310899775,4.25,3.0,2.5,4.75,4.0,1.5,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
79,10.0.2.110,54.217.232.171,49380,80,tcp,2920.0,0.0,5057.5883581,4.47476133333,2.589103,3.4211405016,7.33333333333,3.0,7.50555349947,7.0,4.0,5.19615242271,3,0,3,3,0,0,0,3,3,0,3,0,3,3,3,0,0,3,0,0
80,10.0.2.110,54.217.212.64,49379,80,tcp,1125.0,1125.0,,8.55183,8.55183,,5.0,5.0,,6.0,6.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
81,10.0.2.110,50.18.124.47,49383,80,tcp,22840.0,22840.0,,7.935016,7.935016,,22.0,22.0,,12.0,12.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
82,10.0.2.110,66.102.1.155,49353,443,tcp,1935.4,1194.0,2026.58266547,14.0476566,3.128869,23.2548179095,9.4,11.0,3.1304951685,9.2,10.0,3.03315017762,5,0,5,5,0,0,0,5,5,0,5,0,5,5,5,0,0,5,0,0
83,10.0.2.110,216.58.209.130,49398,80,tcp,25144.5,25144.5,35559.6929191,4.752163,4.752163,2.62781527407,21.5,21.5,26.1629509039,11.5,11.5,10.6066017178,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
84,10.0.2.110,184.72.230.183,49389,80,tcp,0.0,0.0,0.0,6.128735,6.128735,3.20724119799,3.0,3.0,0.0,4.0,4.0,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
85,10.0.2.110,173.194.116.233,49376,443,tcp,16704.2222222,842.0,50939.210206,32.1187214444,16.599074,47.0540303211,21.2222222222,7.0,44.3017045455,12.8148148148,8.0,17.1060876187,27,0,27,27,0,0,0,27,27,0,27,0,27,27,27,0,0,27,0,0
86,10.0.2.110,216.58.209.173,49381,443,tcp,16924.75,4294.0,28001.7076786,11.963385,12.014556,2.31731085482,24.75,13.5,24.2813371406,17.0,13.0,10.2306728355,4,0,4,4,0,0,0,4,4,0,4,0,4,4,4,0,0,4,0,0
87,10.0.2.110,216.58.209.98,49386,80,tcp,909.5,909.5,1286.22723498,4.2498585,4.2498585,0.36505872503,4.5,4.5,2.12132034356,5.0,5.0,1.41421356237,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
88,10.0.2.110,23.21.171.231,49384,80,tcp,660.0,660.0,,4.419078,4.419078,,5.0,5.0,,6.0,6.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
89,10.0.2.110,23.23.100.242,49388,80,tcp,0.0,0.0,,4.18221,4.18221,,3.0,3.0,,4.0,4.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
90,10.0.2.110,66.102.1.154,49352,443,tcp,10774.5,10774.5,14837.2215896,31.8637925,31.8637925,34.5870668345,18.5,18.5,14.8492424049,14.5,14.5,7.77817459305,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
91,10.0.2.110,93.184.220.43,49416,80,tcp,0.0,0.0,,6.961506,6.961506,,3.0,3.0,,4.0,4.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
92,10.0.2.110,216.58.209.97,49418,80,tcp,0.0,0.0,0.0,7.103859,7.103859,0.460245904379,3.0,3.0,0.0,4.0,4.0,0.0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
93,10.0.2.110,93.184.220.29,49420,80,tcp,311.638418079,0.0,453.5917822,9.75637547458,7.148187,8.29575519307,3.57627118644,3.0,0.963010015356,4.57062146893,4.0,0.933490613353,177,0,177,177,0,0,0,177,177,0,177,0,177,177,177,0,0,177,0,0
94,10.0.2.110,31.13.92.14,49431,443,tcp,23719.0606061,438.0,68221.7629252,59.0015050909,22.096468,66.7930854762,27.1212121212,11.0,56.0456050773,15.2121212121,10.0,20.3481534416,33,0,33,33,0,0,0,33,33,0,33,0,33,33,33,0,0,33,0,0
95,10.0.2.110,31.13.64.7,49428,443,tcp,20180.0530303,438.0,59628.3114117,59.6325319697,24.8484725,73.6687176827,24.7121212121,11.0,46.7098450324,14.1439393939,10.0,15.029808842,132,0,132,132,0,0,0,132,132,0,132,0,132,132,132,0,0,132,0,0
96,10.0.2.110,173.194.122.3,49409,80,tcp,245.166666667,0.0,432.921432441,14.6660826667,15.25581,4.84590887433,3.66666666667,3.0,1.03279555899,4.66666666667,4.0,1.03279555899,6,0,6,6,0,0,0,6,6,0,6,0,6,6,6,0,0,6,0,0
97,10.0.2.110,31.13.91.6,49430,443,tcp,38976.1730769,3596.5,88736.0078324,74.0910839808,25.0721535,95.6723449655,42.1346153846,11.0,80.5108758568,21.4615384615,10.0,33.0545962741,52,0,52,52,0,0,0,52,52,0,52,0,52,52,52,0,0,52,0,0
98,10.0.2.110,216.58.209.129,49394,443,tcp,27719.0,27719.0,,17.814357,17.814357,,29.0,29.0,,17.0,17.0,,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0
99,10.0.2.110,31.13.64.1,49404,443,tcp,8480.98995984,0.0,36697.1276769,123.711496255,65.018395,447.041996626,23.0903614458,3.0,72.8402642226,17.5421686747,4.0,49.7917921379,498,0,498,498,0,0,0,498,498,0,498,0,498,498,498,0,0,498,0,0
100,10.0.2.110,173.194.116.224,49436,80,tcp,2378.93548387,0.0,11361.0279199,16.8202755484,5.682675,33.5421513703,5.35483870968,3.0,8.80359164242,5.35483870968,4.0,3.47896907236,31,0,31,31,0,0,0,31,31,0,31,0,31,31,31,0,0,31,0,0
101,10.0.2.110,173.194.113.33,49463,443,tcp,2397.5,2397.5,3390.57701579,13.4550035,13.4550035,4.8521250132,6.0,6.0,5.65685424949,6.0,6.0,4.24264068712,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
102,10.0.2.110,173.194.113.47,49459,443,tcp,33377.8,4794.0,69316.6318585,63.747277,22.922704,104.470411772,30.8,10.0,55.5985611325,12.8,9.0,15.4983870128,5,0,5,5,0,0,0,5,5,0,5,0,5,5,5,0,0,5,0,0
103,10.0.2.110,216.58.223.3,49468,443,tcp,2459.0,2459.0,3477.55114988,13.266913,13.266913,4.07169903698,6.0,6.0,5.65685424949,6.0,6.0,4.24264068712,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
